url,name,contact,currency,created_at,updated_at,budget,is_ir35,status,budget_units,normal_billing_rate,hours_per_day,uses_project_invoice_sequence,billing_period,
https://api.freeagent.com/v2/projects/1715124,Liver fat study,https://api.freeagent.com/v2/contacts/6694296,GBP,2018-03-22T15:45:21.000Z,2018-03-27T19:48:26.000Z,4,FALSE,Active,Hours,660,7,FALSE,day,
https://api.freeagent.com/v2/projects/1809991,Living Water ,https://api.freeagent.com/v2/contacts/7050527,USD,2018-07-13T15:20:22.000Z,2018-07-13T15:20:22.000Z,15,FALSE,Active,Days,850,8,FALSE,day,
https://api.freeagent.com/v2/projects/1286983,M&E Workshops,https://api.freeagent.com/v2/contacts/5039064,GBP,2016-10-04T09:07:36.000Z,2017-05-08T10:55:42.000Z,750,FALSE,Active,Monetary,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1194990,Mission to Rwanda 1,https://api.freeagent.com/v2/contacts/4705193,USD,2016-06-01T11:35:14.000Z,2017-07-05T11:24:11.000Z,5,FALSE,Completed,Days,1000,7,FALSE,day,
https://api.freeagent.com/v2/projects/1292004,Mixed methods training,https://api.freeagent.com/v2/contacts/5054686,AUD,2016-10-10T11:18:08.000Z,2017-08-18T10:56:30.000Z,7,FALSE,Completed,Days,625,7,FALSE,day,
https://api.freeagent.com/v2/projects/1254540,Mtwara,https://api.freeagent.com/v2/contacts/4922315,USD,2016-08-22T15:02:34.000Z,2017-08-18T10:57:06.000Z,23,FALSE,Completed,Days,1000,7,FALSE,day,
https://api.freeagent.com/v2/projects/1235428,Nepal RAP,https://api.freeagent.com/v2/contacts/4705253,GBP,2016-07-25T15:12:07.000Z,2017-07-05T11:24:36.000Z,0,FALSE,Completed,Hours,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1452656,Nepal Samnarth Market Development,https://api.freeagent.com/v2/contacts/4705253,GBP,2017-04-25T13:34:04.000Z,2018-09-13T12:34:27.000Z,0,FALSE,Active,Hours,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1264093,Nepal-M&V CDP-DFID,https://api.freeagent.com/v2/contacts/4961579,GBP,2016-09-05T11:34:09.000Z,2016-10-06T11:49:11.000Z,20930,FALSE,Active,Monetary,598,7,FALSE,day,
https://api.freeagent.com/v2/projects/1195033,Nigeria V4C,https://api.freeagent.com/v2/contacts/4705253,GBP,2016-06-01T12:07:47.000Z,2016-06-01T12:07:47.000Z,29,FALSE,Active,Days,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1331793,Nigeria: Pillar 3 - Learning, Evidence & Advocacy Programme. Impact Level Methodology Paper,https://api.freeagent.com/v2/contacts/5179302,GBP,2016-11-24T10:16:17.000Z,2017-07-05T11:24:56.000Z,6,FALSE,Completed,Days,630,7,FALSE,day
https://api.freeagent.com/v2/projects/1338665,Office rent and utilities,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-12-02T10:59:46.000Z,2017-08-18T10:47:36.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1331811,Office sundries,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-11-24T10:25:06.000Z,2017-08-18T10:47:38.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1331813,Office technology ,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-11-24T10:27:05.000Z,2017-08-18T10:47:40.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1728068,Outreach,https://api.freeagent.com/v2/contacts/4712404,GBP,2018-04-08T08:09:02.000Z,2018-04-08T08:09:02.000Z,0,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1774373,Participatory Integrated Climate Services for Agriculture,https://api.freeagent.com/v2/contacts/6920865,USD,2018-06-01T11:47:18.000Z,2018-06-01T11:47:44.000Z,11808,FALSE,Active,Monetary,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1762310,PDF Support,https://api.freeagent.com/v2/contacts/6875837,USD,2018-05-17T16:44:46.000Z,2018-06-11T15:30:31.000Z,0,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1700465,Peter Berti - Statistics Advice,https://api.freeagent.com/v2/contacts/6638777,GBP,2018-03-05T14:59:18.000Z,2018-03-05T15:00:55.000Z,7,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1336746,PICSA Mobile Apps,https://api.freeagent.com/v2/contacts/5195355,GBP,2016-11-30T14:49:03.000Z,2017-07-23T13:56:59.000Z,14,FALSE,Completed,Days,620,7,FALSE,day,
https://api.freeagent.com/v2/projects/1523615,PICSA: Integrated Risk Management 2017-18,https://api.freeagent.com/v2/contacts/4962880,GBP,2017-07-23T14:02:28.000Z,2018-01-22T11:11:55.000Z,29505,FALSE,Active,Monetary,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1861965,Plan India Wash,https://api.freeagent.com/v2/contacts/7248485,GBP,2018-09-17T17:32:27.000Z,2018-10-09T09:23:17.000Z,2,FALSE,Active,Days,660,7,FALSE,day,
https://api.freeagent.com/v2/projects/1222510,Postage,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-07-07T10:37:16.000Z,2016-08-31T10:22:15.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1281091,Power of Nutrition Evaluation,https://api.freeagent.com/v2/contacts/4705253,GBP,2016-09-27T10:21:02.000Z,2016-09-27T10:21:30.000Z,630,FALSE,Active,Monetary,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1312000,Preparation of a paper from the Writeshop to be conducted at Galway,https://api.freeagent.com/v2/contacts/5124696,USD,2016-11-02T17:48:02.000Z,2017-08-18T11:09:17.000Z,5000,FALSE,Completed,Monetary,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1656934,Project M&E Tool,https://api.freeagent.com/v2/contacts/4827669,GBP,2018-01-13T18:37:22.000Z,2018-02-21T11:51:14.000Z,20825,FALSE,Active,Monetary,660,7,FALSE,day,
https://api.freeagent.com/v2/projects/1662299,QoL2017 MetaAnalysis,https://api.freeagent.com/v2/contacts/5110736,USD,2018-01-19T15:33:55.000Z,2018-02-06T15:26:02.000Z,0,FALSE,Active,Hours,910,7,FALSE,day,
https://api.freeagent.com/v2/projects/1678310,QoL2017 MetaAnalysis expenses ,https://api.freeagent.com/v2/contacts/4712103,CHF,2018-02-06T15:25:48.000Z,2018-02-06T15:40:53.000Z,0,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1681570,R Course Development,https://api.freeagent.com/v2/contacts/4962880,GBP,2018-02-09T14:57:23.000Z,2018-02-09T14:57:23.000Z,4620,FALSE,Active,Monetary,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1556533,R-Instat,https://api.freeagent.com/v2/contacts/4712404,GBP,2017-09-06T10:26:05.000Z,2017-09-06T10:26:05.000Z,0,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1701860,R-Instat - 2018 Contract,https://api.freeagent.com/v2/contacts/6079023,GBP,2018-03-06T17:15:38.000Z,2018-03-06T17:15:38.000Z,24465,FALSE,Active,Monetary,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1566483,R-Instat Training,https://api.freeagent.com/v2/contacts/6079023,GBP,2017-09-19T14:56:00.000Z,2017-09-19T14:56:00.000Z,12,FALSE,Active,Days,660,7,FALSE,day,
https://api.freeagent.com/v2/projects/1533896,R-Instat training workshop,https://api.freeagent.com/v2/contacts/5963051,GBP,2017-08-04T14:48:06.000Z,2017-08-04T14:48:06.000Z,0,FALSE,Active,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1608928,R-Scrpts,https://api.freeagent.com/v2/contacts/6079203,USD,2017-11-08T12:37:10.000Z,2017-11-08T12:38:09.000Z,15000,FALSE,Active,Monetary,625,7,FALSE,day,
https://api.freeagent.com/v2/projects/1486985,RDPP Proposal ,https://api.freeagent.com/v2/contacts/4705253,GBP,2017-06-07T09:52:56.000Z,2017-06-07T09:52:56.000Z,0,FALSE,Active,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1566183,Recruitment,https://api.freeagent.com/v2/contacts/4712404,GBP,2017-09-19T11:53:43.000Z,2017-09-19T11:53:43.000Z,0,FALSE,Active,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1713558,RedCteI Workshops,https://api.freeagent.com/v2/contacts/4809973,GBP,2018-03-21T10:38:42.000Z,2018-03-21T10:38:42.000Z,10,FALSE,Active,Days,635,7,FALSE,day,
https://api.freeagent.com/v2/projects/1476787,Results Based Monitoring course,https://api.freeagent.com/v2/contacts/5769474,GBP,2017-05-24T16:39:04.000Z,2017-05-25T13:44:36.000Z,7,FALSE,Active,Hours,750,7,FALSE,day,
https://api.freeagent.com/v2/projects/1843715,Review of Research Methods Support,https://api.freeagent.com/v2/contacts/7181642,USD,2018-08-27T09:52:53.000Z,2018-08-27T09:52:53.000Z,20,FALSE,Active,Days,850,8,FALSE,day,
https://api.freeagent.com/v2/projects/1734780,Review of SWIFT DRC and Kenya reports,https://api.freeagent.com/v2/contacts/4705253,GBP,2018-04-16T15:50:15.000Z,2018-04-16T15:50:15.000Z,0,FALSE,Active,Days,630,7,FALSE,day,
https://api.freeagent.com/v2/projects/1615569,S3RI Short Courses,https://api.freeagent.com/v2/contacts/6246143,GBP,2017-11-16T10:17:22.000Z,2017-11-16T10:18:44.000Z,0,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1566555,Sampling Consultancy,https://api.freeagent.com/v2/contacts/6079203,USD,2017-09-19T15:30:20.000Z,2018-03-05T19:40:15.000Z,35000,FALSE,Active,Monetary,900,7,FALSE,day,
https://api.freeagent.com/v2/projects/1197055,Software purchases,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-06-03T13:06:09.000Z,2016-08-31T10:24:43.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
